Id,Text,Topic,processed_Text
3,"<p>Some SE sites (notably SO) don't want questions about best practices as they can lead to opinionated answers. I think that is definitely a risk, but there's certainly also great value in such questions if they do get useful answers.</p>

<p>As an example, I have posted such a question earlier today: <a href=""https://computergraphics.stackexchange.com/q/100/16"">Sharing code between multiple GLSL shaders</a></p>

<p>Do we want to allow questions about best practices?</p>
",ComputerGraphicmeta,se sites notably want questions best practices lead opinionated answers think definitely risk certainly also great value questions get useful answers example posted question earlier today want allow questions best practices
3,"<p>I think we should allow them but carefully watch the answer quality. It can be really hard to find out best practices in niche programming fields like computer graphics, especially because the vastly different paradigms of GPU programming mean that the established patterns from ""normal"" programming can't always be applied. This being a community of computer graphics experts, we should be in a perfect position to collect actual best practices for computer graphics. I think this potential should not be easily dismissed, just because ""answers might be opinionated"".</p>

<p>Instead, let's try to be careful with answers and make sure we encourage the same high quality for these than for any others. So what makes a good answer to a best-practice question:</p>

<ul>
<li><strong>Don't</strong> just answer with ""here's what I do, it's the best!""</li>
<li><strong>Do</strong> include <em>objective</em> pros and cons of the practices your answer covers.</li>
<li><strong>Do</strong> include authoritative references which show that it's actually established practice where applicable (i.e. when your answer is more about ""the accepted practice"" than ""<em>the</em> best practice"", which can also be an important consideration).</li>
<li><strong>Do</strong> point out if certain choices are merely a matter of preference (and list the available options).</li>
</ul>

<p>If we take care that answers to these questions don't deteriorate from our normal standards, I don't see any harm in having these questions.</p>

<p>After all, <em>any</em> programming question probably has multiple solutions which could invite answers fighting for which solution (i.e. practice) is the best in the given situation. Asking for a practice explicitly doesn't really change that.</p>
",ComputerGraphicmeta,think allow carefully watch answer quality really hard find best practices niche programming fields like computer graphics especially vastly different paradigms gpu programming mean established patterns normal programming always applied community computer graphics experts perfect position collect actual best practices computer graphics think potential easily dismissed answers might opinionated instead let try careful answers make sure encourage high quality others makes good answer best practice question answer best include objective pros cons practices answer covers include authoritative references show actually established practice applicable ie answer accepted practice best practice also important consideration point certain choices merely matter preference list available options take care answers questions deteriorate normal standards see harm questions programming question probably multiple solutions could invite answers fighting solution ie practice best given situation asking practice explicitly really change
3,"<p>The name of our site, Computer Graphics, makes perfect sense to us because we all know that it means ""Computer Graphics <em>for programmers and researchers</em>"". However, it won't be so clear to people who are looking for a place to ask general graphics questions, including <a href=""https://computergraphics.stackexchange.com/questions/7/how-can-i-apply-different-kinds-of-subdivision-in-maya"">software usage advice like this</a>.</p>

<p>Should this be dealt with by simply closing such questions and pointing out the site description? Or would it be worth considering a site name that makes it more clear?</p>

<p>The one thing I am convinced of is that we will always get off topic questions regardless of what we name the site, but I wanted to see what people think anyway.</p>
",ComputerGraphicmeta,name site computer graphics makes perfect sense us know means computer graphics programmers researchers however clear people looking place ask general graphics questions including dealt simply closing questions pointing site description would worth considering site name makes clear one thing convinced always get topic questions regardless name site wanted see people think anyway
3,"<h1>Computer Graphics</h1>

<p>Keep the current name - it's what people settled on during the definition phase and sums up the community as well as it can be.</p>
",ComputerGraphicmeta,computer graphics keep current name people settled definition phase sums community well
3,"<h1>Graphics Programming</h1>

<p>Still short, catchy, and containing the word that is likely to bring searchers here for the first time, but now clearly restricted to programming.</p>
",ComputerGraphicmeta,graphics programming still short catchy containing word likely bring searchers first time clearly restricted programming
3,"<p>Are there any areas of our scope for which we don't have many questions yet and haven't tested the community reaction? What topics are likely to cause disagreement? Not obviously on topic, not obviously off topic. We need questions on these topics in order to explore our limits, so I'd like to see what people currently think is underrepresented and unexplored on the main site.</p>
",ComputerGraphicmeta,areas scope many questions yet tested community reaction topics likely cause disagreement obviously topic obviously topic need questions topics order explore limits would like see people currently think underrepresented unexplored main site
3,"<p>We have 104 tags but so far we don't seem to have any tag wiki entries - all our tags are bare.</p>

<p>Ideally each tag should have a tag wiki, or at least the wiki excerpt. If you don't yet have access to edit tag wikis you can still suggest edits, which still helps a lot.</p>

<hr>

<ul>
<li>To see a list of all tags, simply click on ""Tags"" at the top right of the screen.</li>
<li>To see the tag wiki excerpt for a given tag, hover over it.</li>
<li>If there is no tag wiki excerpt yet, you will see a link to ""help us edit this wiki"".</li>
</ul>
",ComputerGraphicmeta,104 tags far seem tag wiki entries tags bare ideally tag tag wiki least wiki excerpt yet access edit tag wikis still suggest edits still helps lot see list tags simply click tags top right screen see tag wiki excerpt given tag hover tag wiki excerpt yet see link help us edit wiki
3,"<p>An extract from <a href=""https://blog.stackexchange.com/2011/03/redesigned-tags-page/"" rel=""nofollow noreferrer"">Jeff Atwood's blog page on tags</a>:</p>
<blockquote>
<p>Here's a few words of advice on writing tag wiki excerpts:</p>
<ol>
<li><p>The excerpt is the elevator pitch for the tag. You only have ~500 plain text characters for the excerpt, so don't feel obligated to cover everything in it! Save that for the 30,000+ character Markdown tag wiki. The excerpt should define the shared quality of questions containing this tag -- boiled down to a few short sentences.</p>
</li>
<li><p>Avoid generically defining the concept behind a tag, unless it is highly specialized. The &quot;email&quot; tag, for example, does not need to explain what email is. I think we can safely assume most internet users know what email is; there's no value in a boilerplate explanation of email to anyone.</p>
</li>
<li><p>Concentrate on what a tag means to your community. For &quot;email&quot; on Server Fault, mention the server aspects of email including POP3, SMTP, IMAP, and server software. For &quot;email&quot; on Super User, mention desktop email clients and explicitly exclude webmail, as that would be more appropriate for webapps.stackexchange.com.</p>
</li>
<li><p>Provide basic guidance on when to use the tag. In other words, what kinds of questions should have this tag? Tags only exist as ways of organizing questions, so if we don't provide proper guidance on which questions need this tag, they won't get tagged at all, rendering the tag excerpt moot. Think of it as a sales pitch: in a room full of tags screaming &quot;pick me!&quot;, what would convince a question asker to select your tag?</p>
</li>
<li><p>Some tags are common knowledge. Most tags require a bit of explanation in the excerpt, even if it's only 3 or 4 words. But if the tag is common knowledge -- that is, if you walked up to any random person on the street and said the tag word to them, and they would know what you were talking about -- then don't bother explaining the tag at all. Stick to usage of the tag within your community in the excerpt.</p>
</li>
</ol>
</blockquote>
",ComputerGraphicmeta,extract words advice writing tag wiki excerpts excerpt elevator pitch tag 500 plain text characters excerpt feel obligated cover everything save 30000 character markdown tag wiki excerpt define shared quality questions containing tag boiled short sentences avoid generically defining concept behind tag unless highly specialized value boilerplate explanation email anyone concentrate tag means community super user mention desktop email clients explicitly exclude webmail would appropriate webappsstackexchangecom provide basic guidance use tag words kinds questions tag tags exist ways organizing questions provide proper guidance questions need tag get tagged rendering tag excerpt moot think sales pitch room full tags screaming would convince question asker select tag tags common knowledge tags require bit explanation excerpt even 3 4 words tag common knowledge walked random person street said tag word would know talking bother explaining tag stick usage tag within community excerpt
3,"<p>Monte Carlo integration is a technique frequently used in offline rendering; however, it is a very versatile method that also finds much use outside computer graphics.</p>

<p>I posted an example question earlier today: <a href=""https://computergraphics.stackexchange.com/questions/185/how-do-correlated-samples-influence-the-behavior-of-a-monte-carlo-renderer"">How do correlated samples influence the behavior of a Monte Carlo renderer?</a></p>

<p>These kinds of questions seem related to computer graphics, although you could argue that they are better suited for statistics- or math SEs.</p>

<p>Do we want to allow questions about Monte Carlo integration?</p>
",ComputerGraphicmeta,monte carlo integration technique frequently used offline rendering however versatile method also finds much use outside computer graphics posted example question earlier today kinds questions seem related computer graphics although could argue better suited statistics math ses want allow questions monte carlo integration
3,"<p>To me the answer is clearly yes. Monte Carlo integration is, like you said, the underpinning of a huge area of computer graphics but, more vitally, this area (path-tracing and offline rendering) is the one most under-represented in StackExchange right now: Real-time rendering is mostly considered on-topic in the GameDev SE, and if you restrict general math that finds a common use in CG, you'll end up removing a lot of the point of this SE existing, which is to house more theoretically-minded questions, which naturally will involve more theory and math.</p>
",ComputerGraphicmeta,answer clearly yes monte carlo integration like said underpinning huge area computer graphics vitally area path tracing offline rendering one represented stackexchange right real time rendering mostly considered topic gamedev se restrict general math finds common use cg end removing lot point se existing house theoretically minded questions naturally involve theory math
3,"<p>Those of us who are already familiar with other Stack Exchange sites know that we can vote to close a question if it is off topic or not a good fit for the question and answer format. I've been deliberately asking some questions that are borderline off topic in order to see where the community draws the line, but even when I've continued to push beyond what I consider even vaguely on topic I have seen very few votes to close.</p>

<p>We need everyone to be aware of the ability to vote to close before we move to public beta, so that everyone can contribute to closing off topic questions before they become a problem. In public beta there will be more people using the site and therefore more off topic questions, so we need to get the hang of this now.</p>

<p>This is mainly just to encourage everyone to start using their vote to close option, and to mention it to others who may not see this meta post, but it can also be a place for discussion/advice about any subtleties of how to use the vote to close / vote to reopen system. My guess is that we have quite a lot of people who are new to the Stack Exchange format so we need to actively encourage people to use their open and close votes (not just up and down votes), and emphasise that voting to close is a positive thing - a question can still be reopened once it has been edited to make it on topic.</p>
",ComputerGraphicmeta,us already familiar stack exchange sites know vote close question topic good fit question answer format deliberately asking questions borderline topic order see community draws line even continued push beyond consider even vaguely topic seen votes close need everyone aware ability vote close move public beta everyone contribute closing topic questions become problem public beta people using site therefore topic questions need get hang mainly encourage everyone start using vote close option mention others may see meta post also place discussion advice subtleties use vote close vote reopen system guess quite lot people new stack exchange format need actively encourage people use open close votes votes emphasise voting close positive thing question still reopened edited make topic
3,"<p>Example:</p>

<ul>
<li><a href=""https://computergraphics.stackexchange.com/questions/177/how-can-i-make-my-ice-cubes-look-real"">How can i make my ice cubes look real?</a></li>
</ul>

<p>First off, are questions like this on topic? They have a potential of being less than useful for others. Also quite subjective. Should we have some restrictions?</p>

<p>I suggest, at minimum, a similar policy as in graphics design. One should show what has been tried. In this case a picture would be mandatory...</p>

<p>Note: this kind of asking opens up for modeling/how to use my app question through the background.</p>
",ComputerGraphicmeta,example first questions like topic potential less useful others also quite subjective restrictions suggest minimum similar policy graphics design one show tried case picture would mandatory note kind asking opens modeling use app question background
3,"<p>Ray tracing is often introduced using direct light estimation only, often without any random algorithm, whereas path tracing usually requires Monte Carlo integration and handles indirect light.</p>

<p>Is that enough differentiation to have two separate tags? Or should there should be some other division?</p>
",ComputerGraphicmeta,ray tracing often introduced using direct light estimation often without random algorithm whereas path tracing usually requires monte carlo integration handles indirect light enough differentiation two separate tags division
3,"<p>I think there's no possible better outcome than real-time graphics folks sharing this site with film and animation graphics folks. Monte Carlo, though it is a statistical technique, is so fundamental to offline rendering that it cannot possibly be excluded. It would be like exiling every question that mentions radiometry or photometry to the Physics StackExchange.</p>
",ComputerGraphicmeta,think possible better outcome real time graphics folks sharing site film animation graphics folks monte carlo though statistical technique fundamental offline rendering possibly excluded would like exiling every question mentions radiometry photometry physics stackexchange
3,"<p>Just received an interesting comment to my <a href=""https://computergraphics.stackexchange.com/questions/170/using-extensions-in-android-opengl-es-2-0"">question</a>.</p>

<p>""Are we considering very specific programming questions like these? This is a very API-specific programming question and doesn't even involve anything related to rendering techniques or usage of an API to implement them."" </p>

<p>What do you think about it? There's no ""Android API"", ""Android graphics"" etc. on stackexchange, so is the question acceptable?</p>
",ComputerGraphicmeta,received interesting comment considering specific programming questions like api specific programming question even involve anything related rendering techniques usage api implement think android api android graphics etc stackexchange question acceptable
3,"<h1>Yes, specific (graphics) programming questions are on topic...</h1>

<p>...and I've actually really been missing them so far. This is site about computer graphics programming, and any problems that you encounter in this context should be on topic. Of course, if your question is not specific to graphics programming (e.g. because you encounter a syntax quirk of your language while writing a renderer), then that should rather go on Stack Overflow. But your question is specifically about a graphics API so that should certainly go here.</p>

<p>I would even expect specific programming questions to account for the majority of questions later on. I suspect that the reason we've mostly seen conceptual questions so far is that programming questions are harder to ""make up"" if you don't encounter them right then and there.</p>
",ComputerGraphicmeta,yes specific graphics programming questions topic actually really missing far site computer graphics programming problems encounter context topic course question specific graphics programming eg encounter syntax quirk language writing renderer rather go stack overflow question specifically graphics api certainly go would even expect specific programming questions account majority questions later suspect reason mostly seen conceptual questions far programming questions harder make encounter right
3,"<p>Yes, questions about how to achieve or improve effect X should be on topic, but we should hold them up to certain quality standards:</p>
<ol>
<li><p>They should answer the question <a href=""http://mattgemmell.com/what-have-you-tried/"" rel=""nofollow noreferrer"">&quot;What have you tried?&quot;</a></p>
<p>We should hold them up to the same quality standards as other SE sites like Stack Overflow (or as you say Graphics Design). If we don't require question authors to show some effort, we'll just open ourselves to &quot;Do my work for me&quot; questions. This <em>can</em> include a picture of video of what the author has already achieved but code would be even better.</p>
</li>
<li><p>Such questions should be specific.</p>
<p>What kind of effect should be achieved and which characteristics are particularly important. Are we talking about stills, offline animation or real-time animation? Should the solution fit in with an existing renderer or not? We don't want questions like &quot;How do I render smoke?&quot;, because they are way to broad for this Q&amp;A format and you could write an entire book about it. If there are several important components to an effect you want to achieve, consider splitting it up into several questions.</p>
</li>
</ol>
<p>I think these questions (and their answers) can be great and useful content, because studying them should hopefully enable people to come up with their own effects more easily. But that doesn't mean we can't ensure the usual quality standards for those questions.</p>
<p>(<em>Private beta note:</em> I'm willing to give some leeway for point 1, because obviously many of the questions right now are made up or remembered, because there's only so many &quot;real&quot; problems a handful of private beta users will encounter during those two or three weeks. Right now it's more important to cover as much on-topic ground as possible. But in return I'd expect questions to be that much better regarding point 2.)</p>
",ComputerGraphicmeta,yes questions achieve improve effect x topic hold certain quality standards answer question hold quality standards se sites like stack overflow say graphics design require question authors show effort open questions include picture video author already achieved code would even better questions specific kind effect achieved characteristics particularly important talking stills offline animation real time animation solution fit existing renderer want questions like format could write entire book several important components effect want achieve consider splitting several questions think questions answers great useful content studying hopefully enable people come effects easily mean ensure usual quality standards questions private beta note willing give leeway point 1 obviously many questions right made remembered many problems handful private beta users encounter two three weeks right important cover much topic ground possible return would expect questions much better regarding point 2
3,"<p>I believe ray tracing describes a general class of algorithms based on the ray-cast operation, as opposed to e.g. FEM style methods like Radiosity that do not cast rays.</p>

<p>The classic ""mirrors and point lights only"" ray tracing is really more appropriately named ""Whitted ray tracing"". The class of ray tracing algorithms also includes Monte Carlo ray tracing methods such as path tracing or bidirectional path tracing, Markov Chain Monte Carlo methods such as Metropolis Light Transport, many-light methods such as VPLs or VRLs and density estimation methods such as photon mapping.</p>

<p>I don't know how this is commonly handled on SE, but I suggest we leave ""ray tracing"" as a catch-all tag and additionally add more specific subtags such as ""whitted ray tracing"", ""path tracing"" and friends where appropriate.</p>
",ComputerGraphicmeta,believe ray tracing describes general class algorithms based ray cast operation opposed eg fem style methods like radiosity cast rays classic mirrors point lights ray tracing really appropriately named whitted ray tracing class ray tracing algorithms also includes monte carlo ray tracing methods path tracing bidirectional path tracing markov chain monte carlo methods metropolis light transport many light methods vpls vrls density estimation methods photon mapping know commonly handled se suggest leave ray tracing catch tag additionally add specific subtags whitted ray tracing path tracing friends appropriate
3,"<p>We can see that the community agrees that questions should <a href=""https://computergraphics.meta.stackexchange.com/questions/64/is-asking-for-asking-how-to-improve-my-x-ok/69#69"">show what you have tried</a>, and I'm glad about this. However, <a href=""https://computergraphics.stackexchange.com/questions/89/polarising-reflection-and-refraction-for-a-wrap-around-water-surface"" title=""Polarising reflection and refraction for a wrap around water surface"">this question</a> asks for ways to model a situation that is never seen in everyday life. In this case ""realism"" is difficult to judge because the observer will have no way of knowing if the result is what would really be seen in such a setting.</p>

<p>From the question:</p>

<blockquote>
  <p>I'm looking for realism in order to discover unexpected effects, not just to pass as realistic to a casual observer. Obviously most observers (including me) won't know the effects to look for since they aren't familiar from everyday life, so I'm looking for ""reasonably physically correct"" rather than just ""convincing"".</p>
</blockquote>

<p>Is this enough of a reason to justify making an exception to ""show what you have tried""? Is there another way in which prior effort could be demonstrated, without knowledge of the correct outcome?</p>

<p>How should we deal with questions like this?</p>
",ComputerGraphicmeta,see community agrees questions glad however asks ways model situation never seen everyday life case realism difficult judge observer way knowing result would really seen setting question looking realism order discover unexpected effects pass realistic casual observer obviously observers including know effects look since familiar everyday life looking reasonably physically correct rather convincing enough reason justify making exception show tried another way prior effort could demonstrated without knowledge correct outcome deal questions like
3,"<p><a href=""https://computergraphics.stackexchange.com/a/196/231"">This answer</a> has a number of example images and a link to the website that produced them. Following the link allows viewing the code that produced them, but the only explanation given within the answer is:</p>

<blockquote>
  <p>I've found that bump mapping can add a lot to the look of ice. Using bump maps both when calculating refraction rays, and when calculating lighting</p>
</blockquote>

<p>To me this sounds intriguing and makes me wish there was more detail, rather than just external code and pictures. I feel that the explanation would make this into a complete answer.</p>

<p>While this is my personal preference, and affects my voting, what should our policy be? The policy will determine whether answers are flagged or simply not voted as positively.</p>
",ComputerGraphicmeta,number example images link website produced following link allows viewing code produced explanation given within answer found bump mapping add lot look ice using bump maps calculating refraction rays calculating lighting sounds intriguing makes wish detail rather external code pictures feel explanation would make complete answer personal preference affects voting policy policy determine whether answers flagged simply voted positively
3,"<blockquote>
  <p>""Is this enough of a reason to justify making an exception to ""show what you have tried""? ""  </p>
</blockquote>

<p>Yes.<br>
I think probably the lack of screenshots (or other results) in the question you refer to is due to the lack of a working implementation that the asker would have achieved.  </p>

<p>Sometimes, you might have very few clues about how to solve a problem in a domain you are not familiar with. Then, there is not much to try except gathering information in the domain. cg.se is also a place for that purpose.<br>
Problem solving is a continuous process, that generates many questions. The problem that the asker is trying to solve looks still ""fresh"" to them, but nevertheless already interesting.<br>
As community members, why would we have to wait for more results before we can attempt to help and propose solutions to that problem too ?  </p>

<p>The ""show what you have tried"" rule sounds to me like a way to ensure that the asker has provided sufficient personal effort before deciding to submit a question to cg.se. In the question you referred to, the clarity and details of the explanations of the problem show that the asker has spent some time thinking and analyzing their problem.  </p>

<p>More generally, I don't think the rules to accept questions should be as rigid as to not being able to bear some exceptions.  </p>

<blockquote>
  <p>""Is there another way in which prior effort could be demonstrated, without knowledge of the correct outcome?""</p>
</blockquote>

<p>Of course, if the asker has already some working implementation of their own, they should provide details about their approach and results.  </p>

<blockquote>
  <p>""How should we deal with questions like this?""  </p>
</blockquote>

<p>As it currently is, the question seemed to me interesting enough and of quality enough to be accepted in cg.se.</p>
",ComputerGraphicmeta,enough reason justify making exception show tried yes think probably lack screenshots results question refer due lack working implementation asker would achieved sometimes might clues solve problem domain familiar much try except gathering information domain cgse also place purpose problem solving continuous process generates many questions problem asker trying solve looks still fresh nevertheless already interesting community members would wait results attempt help propose solutions problem show tried rule sounds like way ensure asker provided sufficient personal effort deciding submit question cgse question referred clarity details explanations problem show asker spent time thinking analyzing problem generally think rules accept questions rigid able bear exceptions another way prior effort could demonstrated without knowledge correct outcome course asker already working implementation provide details approach results deal questions like currently question seemed interesting enough quality enough accepted cgse
3,"<p>Yes it does. Images and links are a great supplement to turn a great answer into an amazing answer, but they will rarely be a full answer on their own (unless the image is a relevant info graphic say, but even then it would be nice if the answer could survive the image being taken down). Answers on SE sites should be self-contained to be as future-proof as possible. In addition, mentioning a keyword and showing some pictures might be enough to point you in the right direction, but a good answer could give a short explanation of the concepts used and even more importantly explain <em>why</em> the method works and what its advantages and disadvantages are.</p>

<p>I think it's important that we keep these things in mind, because on a computer graphics site it's especially easy to give a quick upvote to an answer which just contains a stunning image without realising that the answer is not actually very informative.</p>
",ComputerGraphicmeta,yes images links great supplement turn great answer amazing answer rarely full answer unless image relevant info graphic say even would nice answer could survive image taken answers se sites self contained future proof possible addition mentioning keyword showing pictures might enough point right direction good answer could give short explanation concepts used even importantly explain method works advantages disadvantages think important keep things mind computer graphics site especially easy give quick upvote answer contains stunning image without realising answer actually informative
3,"<p>In the past there was a feature where x amount of edits automatically turned posts into community wikis. Is this feature on for the beta? or did I accidentally make a post a community wiki. I thought that was globally turned off.</p>

<ul>
<li><a href=""https://computergraphics.stackexchange.com/questions/148/how-do-i-accurately-compute-coverage-of-overlapping-analytical-curves"">how do i accurately compute coverage of overlapping analytical curves</a></li>
</ul>

<p>I dont think a site like this benefits from such rules anyway. Atleast it does not fit my style very well as i might add a few references, and thoughts later. I might also touchup code and add pictures.</p>

<p>Also what is our general policy on community wikis? I know many of the communities do not like the idea.</p>

<p>POst in question:</p>
",ComputerGraphicmeta,past feature x amount edits automatically turned posts community wikis feature beta accidentally make post community wiki thought globally turned nt think site like benefits rules anyway atleast fit style well might add references thoughts later might also touchup code add pictures also general policy community wikis know many communities like idea post question
3,"<p>Yes, the automatic conversion to community wikis <a href=""https://meta.stackexchange.com/a/228947/201409"">was globally turned off</a>. But even before, I doubt it would kick in after 6 edits. So it seems you must have accidentally ticked the community wiki checkbox beneath the edit field:</p>

<p><a href=""https://i.stack.imgur.com/QH4wh.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/QH4wh.png"" alt=""enter image description here""></a></p>

<p>If you don't actually want your answer to be community wiki, you can always flag your answer with a custom flag to ask a moderator to un-CW the post.</p>
",ComputerGraphicmeta,yes automatic conversion community wikis even doubt would kick 6 edits seems must accidentally ticked community wiki checkbox beneath edit field actually want answer community wiki always flag answer custom flag ask moderator un cw post
3,"<h1>We should have both now as there is a simple workaround</h1>

<p>Briefly, we can choose between:</p>

<ul>
<li>Just MathJax.</li>
<li>MathJax plus Stack Snippets that work perfectly well apart from jQuery which needs a minor workaround.</li>
</ul>

<p><strong><em>Note that MathJax works perfectly fine either way, so the choice can be summed up as:</em></strong></p>

<ul>
<li><strong><em>No Stack Snippets at all.</em></strong></li>
<li><strong><em>Stack Snippets that work perfectly well apart from jQuery which needs a minor workaround.</em></strong></li>
</ul>

<p>The second option seems the obvious choice to me.</p>

<hr>

<p><a href=""https://meta.stackexchange.com/questions/239456/stack-snippets-sandbox-try-it-out-here/239607#239607"">Here's a quick example of the kind of interactive 3D graphics that can be included in answers on sites for which Stack Snippets is activated</a></p>

<p><em>(Click</em> ""Run Code Snippet"" <em>at the bottom of that answer)</em></p>

<hr>

<h2>More detail</h2>

<p>The problem is that using <code>$</code> in a code snippet multiple times can lead to errors in the way the code is displayed, because MathJax also uses <code>$</code>. <strong>Note that this applies to code snippets in general - not just Stack Snippets</strong>, so not having Stack Snippets would not eliminate the problem.</p>

<p>As far as I can tell this mostly affects snippets that use jQuery, so it is perfectly possible to use pure JavaScript or other libraries.</p>

<p>Even for code using jQuery it is possible to work around the problem by simply using <code>jQuery</code> in place of <code>$</code> (<code>$</code> is just an alias for <code>jQuery</code>), which seems a fairly painless workaround.</p>

<p>Since this means it is already possible to use both MathJax and Stack Snippets, I see no reason to wait for things to be perfect. Once we have both, we can push for a fix, which I would guess would then happen faster for all sites affected, due to having more voices calling for it. In the meantime it has zero effect on MathJax, and a manageable effect on Stack Snippets.</p>

<hr>

<p>There is also some discussion of it over on <a href=""http://meta.codegolf.stackexchange.com/questions/5043/stack-snippets-messing-with-js"">Programming Puzzles and Code Golf Meta</a>.</p>
",ComputerGraphicmeta,simple workaround briefly choose mathjax mathjax plus stack snippets work perfectly well apart jquery needs minor workaround note mathjax works perfectly fine either way choice summed stack snippets stack snippets work perfectly well apart jquery needs minor workaround second option seems obvious choice click run code snippet bottom answer detail problem using code snippet multiple times lead errors way code displayed mathjax also uses note applies code snippets general stack snippets stack snippets would eliminate problem far tell mostly affects snippets use jquery perfectly possible use pure javascript libraries even code using jquery possible work around problem simply using place alias seems fairly painless workaround since means already possible use mathjax stack snippets see reason wait things perfect push fix would guess would happen faster sites affected due voices calling meantime zero effect mathjax manageable effect stack snippets also discussion
3,"<h3>Example questions to make the case that we have a need for Stack Snippets</h3>

<p>This is a community wiki answer so anyone can edit in links to questions that would benefit from Stack Snippets to show runnable examples and live comparisons of different techniques.</p>

<ul>
<li><a href=""https://computergraphics.stackexchange.com/questions/51/how-can-i-generate-procedural-noise-on-a-sphere"">How can I generate procedural noise on a sphere?</a></li>
<li><a href=""https://computergraphics.stackexchange.com/questions/3/performance-of-vector-graphics-versus-bitmap-raster-graphics"">Performance of vector graphics versus bitmap or raster graphics</a></li>
<li><a href=""https://computergraphics.stackexchange.com/questions/121/what-are-some-methods-to-render-transparency-in-opengl"">What are some methods to render transparency in OpenGL</a></li>
<li><a href=""https://computergraphics.stackexchange.com/questions/85/algorithms-for-down-sampling-an-image"">Algorithms for down sampling an image?</a></li>
<li><a href=""https://computergraphics.stackexchange.com/questions/177/how-can-i-make-my-ice-cubes-look-real"">How can I make my ice cubes look real?</a> (one of the answers links to an external site to give an example of real time code)</li>
<li><a href=""https://computergraphics.stackexchange.com/questions/176/real-time-translucency-effect"">Real-time translucency effect</a></li>
<li><a href=""https://computergraphics.stackexchange.com/questions/209/fast-antialiased-line-drawing"">Fast antialiased line drawing</a></li>
<li><a href=""https://computergraphics.stackexchange.com/questions/259/why-is-this-conditional-in-my-fragment-shader-so-slow"">Why is this conditional in my fragment shader so slow?</a></li>
<li><a href=""https://computergraphics.stackexchange.com/q/372/16"">Shadow Mapping artefacts</a></li>
<li><a href=""https://computergraphics.stackexchange.com/questions/5104/pixel-dispersion-dissolving-algorithms"">Pixel dispersion (dissolving) algorithms</a></li>
</ul>
",ComputerGraphicmeta,example questions make case need stack snippets community wiki answer anyone edit links questions would benefit stack snippets show runnable examples live comparisons different techniques one answers links external site give example real time code
3,"<p>Do we want questions where the asker doesn't have a specific problem, just wants feedback on a finished image?</p>

<p>For example, they could ask whether their attempt at a photorealistic image has any problems that make it obviously not a photo. Or they could ask about an image that does not attempt to be photorealistic. Even a cartoon style image is accepted by the eye significantly better with consistent lighting and shadows.</p>

<p>If we do allow such questions, there will be no problem to describe. How much description should we require of how the image was produced and any particular aspects that the asker wants feedback on?</p>
",ComputerGraphicmeta,want questions asker specific problem wants feedback finished image example could ask whether attempt photorealistic image problems make obviously photo could ask image attempt photorealistic even cartoon style image accepted eye significantly better consistent lighting shadows allow questions problem describe much description require image produced particular aspects asker wants feedback
3,"<p>I think it might be tricky to write such a question within high quality standards ; but yes, as always, if it triggers an interesting and constructive conversation about CG techniques, we should accept it.<br>
The tricky part, I think, is the description of all the techniques that were included to create that image ; in order to have useful advices the asker would first need to tell which techniques he used, and give details about their implementation, since a small discrepancy in implementation can lead to a very different looking image.<br>
This might make the first question quite long, and complex to analyze and answer.</p>
",ComputerGraphicmeta,think might tricky write question within high quality standards yes always triggers interesting constructive conversation cg techniques accept tricky part think description techniques included create image order useful advices asker would first need tell techniques used give details implementation since small discrepancy implementation lead different looking image might make first question quite long complex analyze answer
3,"<p>There are several questions related to computer graphics on Stack Exchange sites, mainly on Stack Overflow and Game Development.<br>
I saw in the past questions being moved from an S.E site to a more relevant one, but I do not know what are the rules and etiquette for this kind of procedures.<br>
Will we be able to move a CG question to our site ? Is it only possible when the question has not yet been answered maybe ?<br>
I would also think that this cannot be done until cg.se becomes a ""full member"" site. Where can we find information about this ?</p>
",ComputerGraphicmeta,several questions related computer graphics stack exchange sites mainly stack overflow game development saw past questions moved se site relevant one know rules etiquette kind procedures able move cg question site possible question yet answered maybe would also think done cgse becomes full member site find information
3,"<p><a href=""https://computergraphics.stackexchange.com/questions/15/what-subdivision-algorithm-advances-have-occurred-since-catmull-clark"">What subdivision algorithm advances have occurred since Catmull-Clark?</a> asks for the improvements made over the past 37 years.  Since <a href=""https://en.wikipedia.org/wiki/Subdivision_surface"" rel=""nofollow noreferrer"">the wikipedia page</a> lists a number of different improvements over the intervening time, and branching into several different types (approximating/interpolating, quads/triangles), I suspect this question may be too broad to be a good fit for this site.</p>
",ComputerGraphicmeta,asks improvements made past 37 years since lists number different improvements intervening time branching several different types approximating interpolating quads triangles suspect question may broad good fit site
